id,name,description,prompt,preview_image,is_free,is_active,price,currency,is_archived,archived_at,display_order,usage_count,created_at,updated_at
11,Heritage Temple Architecture,Heritage Temple Architecture,"Upload the couple's basic image and transform it into a pre-wedding shoot in front of a grand South Indian temple. The bride wears a traditional silk saree with temple jewelry, while the groom wears a cream dhoti and angavastram. Lighting: golden morning temple light with lens flare. Camera: wide 24mm lens capturing gopuram carvings and steps. Angle: low framing making temple look monumental. Atmosphere: spiritual, cultural, timeless. Editing: cinematic grading with warm stone tones, sharp detailing on carvings. Additional details: oil lamps, flowers scattered on steps, pigeons flying. This must look like a Madurai or Hampi temple pre-wedding. Don't change the uploaded couple's face and body.",template_previews\template11.png,FALSE,TRUE,50,INR,FALSE,,11,0,05-12-2025 12:00,05-12-2025 12:00
12,Punjab Mustard Fields - Vibrant Love,Punjab Mustard Fields - Vibrant Love,"Upload the couple photo. Do not change their face and body. Generate a colorful pre-wedding photo in Punjab's mustard fields. Male wears a royal blue kurta with phulkari dupatta and mojris, female in a bright yellow salwar kameez with dupatta flowing in wind. Lighting: late afternoon sunlight, highlighting the yellow mustard flowers in vibrant tones. Skin: glowing under warm daylight, realistic texture with no smoothing. Backdrop: endless fields of mustard flowers with a tractor faintly in distance. Camera angle: wide low-angle shot from flower level, showing the couple walking hand in hand through the fields. Lens: 24mm for depth and vibrancy. Atmosphere: rustic, cinematic, energetic. Editing: rich yellows and blues enhanced, HDR grading for lively contrast. Looks like a Punjabi music video still mixed with pre-wedding warmth.",template_previews\template12.png,TRUE,TRUE,0,INR,FALSE,,12,0,05-12-2025 12:00,05-12-2025 12:00
13,Varanasi Ghats - Eternal Bond,Varanasi Ghats - Eternal Bond,"Upload the couple image. Do not change their face and body. Generate a pre-wedding style shot at Varanasi Ghats during evening aarti. Male in cream kurta with golden stole, female in Banarasi red saree with zari motifs. Lighting: oil lamps and diyas glowing, warm orange-yellow tones reflecting on water. Skin: lit by flame, warm golden highlights, natural shine. Backdrop: river ghats with flickering diyas, faint smoke from incense rising. Camera angle: candid mid-shot with couple seated on stone steps, hands intertwined, diyas floating in background. Lens: 50mm portrait for intimacy. Editing: golden cinematic tone, sharp detail on saree fabric, subtle glow on diyas. Photo must feel spiritual, romantic, timeless.",template_previews\template13.png,TRUE,TRUE,0,INR,FALSE,,13,0,05-12-2025 12:00,05-12-2025 12:00
14,Kashmir Shikara Ride - Dreamy Romance,Kashmir Shikara Ride - Dreamy Romance,"Upload the couple photo. Do not change their face and body. Generate a dreamy pre-wedding photo in Dal Lake, Srinagar. Male in light grey woolen kurta with shawl, female in pastel blue Pashmina outfit with matching dupatta. Lighting: soft golden hour sun casting warm hues on water surface. Skin: radiant glow with cool undertones in mountain light. Backdrop: shikara boat decorated with Kashmiri carpets, snow-capped peaks in distance. Camera angle: slightly aerial from a nearby boat, showing couple seated together holding hands. Lens: 85mm portrait lens for shallow depth and lake reflections. Editing: soft cinematic grading, pastel sky tones, romantic glow. Must look like a Yash Raj Films Kashmir romance scene.",template_previews\template14.png,TRUE,TRUE,0,INR,FALSE,,14,0,05-12-2025 12:00,05-12-2025 12:00
15,Rajasthan Fort Grandeur - Royal Statement,Rajasthan Fort Grandeur - Royal Statement,"Upload the couple image. Do not change their face and body. Generate a pre-wedding photo inside a Jodhpur fort courtyard. Male in dark green sherwani with emerald brooch, female in heavily embroidered royal purple lehenga. Lighting: natural sunlight mixed with torch-lit golden accents along stone walls. Skin: naturally lit with realistic shine, elegant warm tones. Backdrop: massive stone arches, fort doors, dramatic shadows. Camera angle: low wide shot, emphasizing fort grandeur with couple central. Lens: 24mm wide angle. Editing: high contrast, dramatic highlights, rich jewel-toned grading. The photo must look like a royal fashion editorial.",template_previews\template15.png,TRUE,TRUE,0,INR,FALSE,,15,0,05-12-2025 12:00,05-12-2025 12:00
16,Jaipur Hot Air Balloon Ride - Adventure Romance,Jaipur Hot Air Balloon Ride - Adventure Romance,"Upload couple photo. Do not change their face and body. Generate a pre-wedding photo of couple in a hot air balloon over Jaipur. Male in cream kurta with stole, female in flowy peach gown. Lighting: early sunrise golden light illuminating balloon and couple. Skin: glowing with soft highlights. Backdrop: Jaipur skyline, forts, Aravalli hills visible below. Camera angle: aerial drone-inspired perspective from another balloon, showing wide expanse. Lens: 35mm for cinematic detail. Atmosphere: adventurous, magical. Editing: warm saturation, HDR vibrancy. Looks like a luxury destination wedding promo shot.",template_previews\template16.png,TRUE,TRUE,0,INR,FALSE,,16,0,05-12-2025 12:00,05-12-2025 12:00
17,Tamil Nadu Temple Corridor - Cultural Grandeur,Tamil Nadu Temple Corridor - Cultural Grandeur,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding photo in a long temple corridor with carved pillars in Tamil Nadu. Male in white silk veshti, female in bright orange silk saree with heavy temple jewelry. Lighting: natural daylight filtering through carved pillars, creating patterned shadows. Skin: warm highlights with temple-lit glow. Backdrop: endless symmetrical pillars fading into perspective. Camera angle: center-framed symmetry shot, couple holding hands walking away slightly. Lens: 50mm for intimate depth. Editing: high contrast for carved stone, rich vibrant saree tones. Looks like a traditional cultural wedding magazine cover.",template_previews\template17.png,TRUE,TRUE,0,INR,FALSE,,17,0,05-12-2025 12:00,05-12-2025 12:00
18,Mumbai Marine Drive - Modern Romance,Mumbai Marine Drive - Modern Romance,"Upload the couple image. Do not change their face and body. Generate a pre-wedding photo at Marine Drive during blue hour. Male in fitted blazer, female in elegant pastel gown. Lighting: twilight sky blending blue and orange, streetlights creating bokeh. Skin: softly lit with cool tones, realistic glow. Backdrop: Queen's Necklace curve of Mumbai lights. Camera angle: candid side profile, couple seated on sea-facing rocks. Lens: 85mm for bokeh effect. Editing: teal-orange cinematic tones, boosted city lights. Must look like a Bollywood romantic movie still.",template_previews\template18.png,TRUE,TRUE,0,INR,FALSE,,18,0,05-12-2025 12:00,05-12-2025 12:00
19,Delhi India Gate - National Elegance,Delhi India Gate - National Elegance,"Upload couple image. Do not change their face and body. Generate a pre-wedding photo in front of India Gate, Delhi, softly lit at night. Male in tailored black suit, female in deep red evening gown. Lighting: glowing monument lights, soft white highlights. Skin: polished with natural warm glow. Backdrop: India Gate illuminated, faint car light trails behind. Camera angle: wide dramatic shot, couple central with monument towering above. Lens: 24mm wide lens. Editing: HDR city tones, dramatic contrast, soft vignette. Looks like a Times of India lifestyle feature photo.",template_previews\template19.png,TRUE,TRUE,0,INR,FALSE,,19,0,05-12-2025 12:00,05-12-2025 12:00
20,Hyderabad Charminar - Cultural Elegance,Hyderabad Charminar - Cultural Elegance,"Upload couple photo. Do not change their face and body. Generate a pre-wedding style photo in front of Charminar at twilight. Male in traditional sherwani, female in golden Hyderabadi khada dupatta. Lighting: monument glowing with yellow spotlights, faint twilight sky. Skin: warm golden highlights with realistic detail. Backdrop: bustling bazaar blurred in bokeh. Camera angle: mid-shot framed under one arch, couple in focus with Charminar scale visible. Lens: 35mm for balanced composition. Editing: golden cinematic grading, enhanced texture on fabrics. Must look like a luxury Hyderabadi wedding shoot.",template_previews\template20.png,TRUE,TRUE,0,INR,FALSE,,20,0,05-12-2025 12:00,05-12-2025 12:00
21,Jaipur Amer Fort - Regal Romance,Jaipur Amer Fort - Regal Romance,"Upload the couple photo. Do not change their face and body. Generate a hyper-realistic pre-wedding photo inside the majestic Amer Fort of Jaipur. The man is styled in an emerald green sherwani with a matching stole, while the woman wears a heavily embroidered red and gold lehenga with layered jewelry. Lighting: soft late-afternoon sunlight entering through stone arches, creating a golden royal glow on faces. Skin: naturally detailed with subtle warm highlights, slight shadows enhancing facial structure. Backdrop: intricately carved walls, arched gateways, and traditional courtyards of Amer Fort. Camera angle: slightly low wide shot, emphasizing fort grandeur with couple central. Lens: 24-70mm for balanced detail. Atmosphere: cinematic, slightly hazy with dust particles glowing in sunlight. Editing: warm golden grading, HDR sharpening of fort textures, vignette for intimacy. The image should resemble a Heritage India royal wedding editorial.",template_previews\template21.png,FALSE,TRUE,50,INR,FALSE,,21,0,05-12-2025 12:00,05-12-2025 12:00
22,Vintage Train Station Shoot,Vintage Train Station Shoot,"Upload the couple's basic image and transform it into a romantic vintage train station pre-wedding shoot. The couple stands beside an old steam engine with smoke billowing in the background. The bride wears a vintage pastel saree with pearls, while the groom wears suspenders over a crisp white shirt for retro charm. Lighting: soft morning light with warm tones bouncing off metallic train surfaces. Camera: 50mm lens for intimate framing, focusing on couple's eyes while the steam creates dreamy atmosphere. Angle: slightly low capturing train, couple, and smoke in composition. Atmosphere: nostalgic, cinematic, timeless. Editing: sepia-inspired cinematic grading, softened highlights, natural skin retouching. Details: luggage trunks, old station clock, pigeons in flight. This must look like a 1940s-inspired vintage pre-wedding shoot. Don't change the uploaded couple's face and body.",template_previews\template22.png,FALSE,TRUE,50,INR,FALSE,,22,0,05-12-2025 12:00,05-12-2025 12:00
23,Delhi Lodhi Garden - Vintage Elegance,Delhi Lodhi Garden - Vintage Elegance,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding style photo in Lodhi Garden, Delhi. Male in beige Nehru jacket and kurta, female in floral pastel gown. Lighting: soft diffused daylight filtered by trees, natural even tones. Skin: realistic texture with soft matte finish. Backdrop: ancient Mughal tombs, lush greenery, stone pathways. Camera angle: romantic candid shot of couple walking hand in hand, slightly tilted for editorial flair. Lens: 50mm portrait lens. Atmosphere: vintage charm, serene. Editing: muted greens, warm highlights, filmic vignette. Must look like a lifestyle wedding magazine editorial.",template_previews\template23.png,FALSE,TRUE,50,INR,FALSE,,23,0,05-12-2025 12:00,05-12-2025 12:00
24,Andaman Beach Romance - Ocean Bliss,Andaman Beach Romance - Ocean Bliss,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding photo on Andaman Islands beach. Male in casual white shirt and rolled linen pants, barefoot. Female in aqua blue flowing gown with chiffon layers. Lighting: bright tropical golden hour sun with sparkling ocean reflections. Skin: sun-kissed texture, glowing highlights. Backdrop: turquoise waters, palm trees swaying, soft waves splashing near feet. Camera angle: wide low-angle shot from sand level, showing horizon and sea behind. Lens: 35mm for cinematic seascape. Atmosphere: dreamy, breezy, candid. Editing: vibrant tropical tones, rich blues and aquas. Must look like a destination wedding shoot in paradise.",template_previews\template24.png,FALSE,TRUE,50,INR,FALSE,,24,0,05-12-2025 12:00,05-12-2025 12:00
25,Royal Udaipur Lake Palace,Royal Udaipur Lake Palace,"Upload the couple's basic image and transform it into a royal pre-wedding photoshoot at Udaipur's Lake Palace. The couple stands on a marble terrace overlooking the shimmering lake with the palace backdrop glowing in golden evening light. The bride wears a heavily embroidered royal blue lehenga, while the groom wears an ivory sherwani with regal turban. Lighting: golden hour sunlight with subtle fill-light balancing shadows. Camera: 50mm f/1.2 lens for cinematic bokeh with sharp skin details. Angle: wide horizontal shot capturing both the couple and palace reflection. Atmosphere: regal, luxurious, timeless. Editing: rich warm tones, cinematic grading, high-contrast marble textures. Additional details: pigeons flying, lake ripples, floral décor accents. This should resemble a destination royal pre-wedding shoot booked by celebrities. Don't change the uploaded couple's face and body.",template_previews\template25.png,FALSE,TRUE,50,INR,FALSE,,25,0,05-12-2025 12:00,05-12-2025 12:00
26,Shimla Pine Forest - Romantic Escape,Shimla Pine Forest - Romantic Escape,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding image inside tall pine forests of Shimla. Male in navy-blue woolen coat, female in long velvet gown with flowing train. Lighting: dappled sunlight breaking through tall trees. Skin: soft glow with cool undertones. Backdrop: towering pine trees, misty haze in distance. Camera angle: low wide shot with forest perspective, couple holding hands walking. Lens: 35mm cinematic wide. Editing: moody green grading, soft mist effect, HDR highlights. Must look like a romantic Bollywood outdoor scene.",template_previews\template26.png,FALSE,TRUE,50,INR,FALSE,,26,0,05-12-2025 12:00,05-12-2025 12:00
27,Jaipur Hawa Mahal - Cultural Majesty,Jaipur Hawa Mahal - Cultural Majesty,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding photo in front of Hawa Mahal, Jaipur. Male in cream sherwani, female in pink lehenga with heavy embroidery. Lighting: early morning soft light on sandstone palace. Skin: natural glow, fine highlights. Backdrop: full Hawa Mahal façade with intricate windows. Camera angle: mid-wide shot, couple standing in front holding hands. Lens: 24-70mm for sharp detail. Editing: enhanced sandstone pink, HDR crisp tones. Must look like a travel magazine meets pre-wedding editorial.",template_previews\template27.png,FALSE,TRUE,50,INR,FALSE,,27,0,05-12-2025 12:00,05-12-2025 12:00
28,Kerala Cliffside Beach - Dramatic Love,Kerala Cliffside Beach - Dramatic Love,"Upload the couple image. Do not change their face and body. Generate a pre-wedding style photo on Varkala cliff overlooking the Arabian Sea. Male in beige linen shirt, female in red flowing gown with chiffon trail. Lighting: golden hour sun setting over ocean horizon. Skin: glowing under warm tones. Backdrop: cliff edge, ocean waves crashing below, horizon lit in orange. Camera angle: wide dramatic angle from slightly behind couple, gown flowing with wind. Lens: 35mm for cinematic effect. Editing: dramatic grading with enhanced reds and oranges. Must look like a luxury cinematic travel wedding poster.",template_previews\template28.png,FALSE,TRUE,50,INR,FALSE,,28,0,05-12-2025 12:00,05-12-2025 12:00
29,Bohemian Forest Shoot,Bohemian Forest Shoot,"Upload the couple's basic image and generate a bohemian-inspired pre-wedding shoot in a rustic forest. The couple sits on a wooden swing decorated with dreamcatchers, fairy lights, and fresh flowers. The bride wears a flowy off-shoulder pastel gown with floral crown, while the groom wears a casual beige linen shirt and trousers. Lighting: golden sunlight filtered through trees, with warm tones bouncing naturally. Camera: 85mm lens, shallow depth of field, dreamy bokeh from fairy lights. Angle: close-up mid-shot capturing soft intimacy. Atmosphere: rustic, dreamy, free-spirited. Editing: earthy tones with soft highlights, film-inspired grading. Additional details: dappled sunlight through leaves, glowing fairy lights, petals scattered on ground. This must look like a boho-style pre-wedding fantasy shoot. Don't change the uploaded couple's face and body.",template_previews\template29.png,FALSE,TRUE,50,INR,FALSE,,29,0,05-12-2025 12:00,05-12-2025 12:00
30,Mughal Garden Heritage Shoot,Mughal Garden Heritage Shoot,"Upload the couple's basic image and transform it into a heritage Mughal garden pre-wedding shoot. The backdrop features symmetrical fountains, marble pathways, and lush manicured gardens. The bride wears a traditional Anarkali suit with pastel embroidery, while the groom wears a cream sherwani with dupatta. Lighting: natural daylight with soft overhead diffused light. Camera: 35mm wide lens for symmetrical composition with couple in center. Angle: frontal eye-level, capturing architecture and garden layout. Atmosphere: cultural, elegant, serene. Editing: cinematic grading with pastel highlights, natural skin retouching. Details: fountains spraying mist, pigeons flying, roses scattered. This should feel like a timeless cultural pre-wedding shoot in Delhi's Mughal Gardens. Don't change the uploaded couple's face and body.",template_previews\template30.png,FALSE,TRUE,50,INR,FALSE,,30,0,05-12-2025 12:00,05-12-2025 12:00
31,Udaipur Lake Pichola Boat Ride - Royal Serenity,Udaipur Lake Pichola Boat Ride - Royal Serenity,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding photo of the couple in a decorated wooden boat on Lake Pichola, Udaipur. Male in cream silk kurta with golden embroidery, female in deep maroon lehenga with gold zari. Lighting: soft golden hour reflecting on water, glowing on couple's faces. Skin: radiant with natural highlights. Backdrop: City Palace and Jag Mandir faintly visible across the lake. Camera angle: aerial drone-like shot from above the boat, showing shimmering water trails. Lens: 24mm wide for majestic scale. Editing: warm cinematic grading, enhanced water reflections, soft vignette. Must resemble a royal destination wedding editorial.",template_previews\template31.png,FALSE,TRUE,50,INR,FALSE,,31,0,05-12-2025 12:00,05-12-2025 12:00
32,Jodhpur Mehrangarh Fort - Historic Serenity,Udaipur Lake Pichola Boat Ride - Royal Serenity,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding image in front of a Portuguese heritage villa in Goa. Male in beige linen kurta, female in floral pastel saree with pearl accessories. Lighting: warm evening glow on whitewashed villa walls. Skin: natural warm glow, realistic facial texture. Backdrop: colonial villa arches,bougainvillea flowers. Camera angle: mid-shot of couple leaning on villa balcony rail,candid smile. Lens: 50mm portrait. Editing: warm pastel grading, soft vignette, film-styletones. Must look like a romantic heritage editorial..",template_previews\template32.png,FALSE,TRUE,50,INR,FALSE,,32,0,05-12-2025 12:00,05-12-2025 12:00
33,Goa Portuguese Villa - Romantic Vintage,Goa Portuguese Villa - Romantic Vintage,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding image in front of a Portuguese heritage villa in Goa. Male in beige linen kurta, female in floral pastel saree with pearl accessories. Lighting: warm evening glow on whitewashed villa walls. Skin: natural warm glow, realistic facial texture. Backdrop: colonial villa arches, bougainvillea flowers. Camera angle: mid-shot of couple leaning on villa balcony rail, candid smile. Lens: 50mm portrait. Editing: warm pastel grading, soft vignette, film-style tones. Must look like a romantic heritage editorial.",template_previews\template33.png,FALSE,TRUE,50,INR,FALSE,,33,0,05-12-2025 12:00,05-12-2025 12:00
34,Rajasthan Desert Campfire - Intimate Glow,Rajasthan Desert Campfire - Intimate Glow,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding scene in a Rajasthan desert camp. Male in cream kurta with embroidered jacket, female in red lehenga with dupatta covering head. Lighting: warm golden firelight illuminating faces, soft moonlight highlighting desert dunes. Skin: glowing under firelight, warm textures. Backdrop: open desert sky with faint stars, traditional tents in distance. Camera angle: close-up intimate shot, couple sitting near campfire. Lens: 85mm portrait for cinematic intimacy. Editing: warm fire glow grading, HDR detail on faces, soft vignette. Must look like a romantic Bollywood desert moment.",template_previews\template34.png,FALSE,TRUE,50,INR,FALSE,,34,0,05-12-2025 12:00,05-12-2025 12:00
35,Manali Snowfall - Winter Romance,Manali Snowfall - Winter Romance,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding photo in snowy landscapes of Manali. Male in woolen coat and scarf, female in velvet gown with fur shawl. Lighting: soft daylight reflecting on snow, giving natural glow. Skin: cool undertones with visible warmth on cheeks. Backdrop: snow-covered pine forests and mountains. Camera angle: candid walking shot holding hands, snow falling around. Lens: 35mm cinematic wide. Editing: crisp whites, cool blue grading, HDR sharpness on snowflakes. Must look like a luxury cinematic snow shoot.",template_previews\template35.png,FALSE,TRUE,50,INR,FALSE,,35,0,05-12-2025 12:00,05-12-2025 12:00
36,Kerala Backwaters Houseboat - Peaceful Love,Kerala Backwaters Houseboat - Peaceful Love,"Upload the couple photo. Do not change their face and body. Generate a pre-wedding scene on a Kerala houseboat cruising through backwaters. Male in cream mundu and kurta, female in golden silk saree. Lighting: warm evening glow with soft reflections on water. Skin: golden highlights, naturally radiant. Backdrop: calm palm-fringed backwaters, houseboat wooden detailing. Camera angle: wide angle from boat front, couple leaning together. Lens: 24mm wide cinematic. Editing: warm tropical tones, smooth cinematic finish. Must look like a destination wedding travel magazine cover.",template_previews\template36.png,FALSE,TRUE,50,INR,FALSE,,36,0,05-12-2025 12:00,05-12-2025 12:00
